date_mdy,month,journal_entry,location,location_accuracy,local_place,local_place_accuracy,latitude,latitude_origin,longitude,longitude_origin,transcription,quantity,unit,item,letter,letter_from,letter_to,wind_direction_am,wind_direction_pm,wind_direction_night,wind_speed_am,wind_speed_pm,wind_speed_night,weather_condition_am,weather_condition_pm,weather_condition_night,temperature_am,temperature_pm,temperature_night,image_path,image_description,recorder,notes,second_check,journal,transcription_accuracy,...1
07/27/1877,July,The wind Easterly. and overcast. Haed potatoes and cut wood at the door,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
07/28/1877,July,Calm in the morning wrote lettesr to Curtis Stevens and Mefsrs S.C.Muney Sleo. wind Southerly in afternoon work in shop making mast wages. to place Sea Flowers main mark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
07/29/1877,July,The wind Southerly & foggy. Went to the Hall in the afternoon to a concert. to hear the White family sing.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
07/30/1877,July,The wind Southerly and rainy all day. work in shop making mast wages to splice vessels mainmast.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
07/31/1877,July,Calm in forenoon. Went to Mark Island to carry Mrs. Kingsley. in the afternoon the wind Southerly. helped J.F. Kingsley wape and put up tray.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
08/01/1877,August,The wind Easterly help J.F. Kingsley Mow and spread hay all the forenoon.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
08/02/1877,August,The wind Southerly. work Haying apart of the day for J.F. Kingsley. Bargained the Schr Sea Flower to Capt J.R. Hammond.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
08/03/1877,August,The wind South Easterly overcast and foggy in forenoon. work on the boardof the Sea Flower. putting wages around the mast. in the afternoon the fog cleared up.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
08/04/1877,August,The wind north West fresh breeze and pleasant went to Bar Harbor in my boat. and back Reed letter from Mejss S. C. Muney Sleo.,Bar Harbor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
08/05/1877,August,The wind North West in forenoon South West in afternoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
08/06/1877,August,The wind North West in forenoon help J.F.K.And in the afternoon the wind South West work on vessel putting in tiller,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
08/07/1877,August,The wind out Southly foggy in the evening rainy J.F. Kingsley get two loads of hay in barn,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,loads,hay,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
08/08/1877,August,The wind moderate and foggy in morning then cleared up with the wind Westerly. Work with Wm Guptill in Shop doing black Smith work for vessel The wind out Southerly in afternoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
08/09/1877,August,The wind North East and overcast. work on vessel Sold the Schr Sea Flower to Capt J.R. Hammond for $4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
08/10/1877,August,The wind Easterly and rainy work in shop all day.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
08/11/1877,August,Calm and foggy all day. Went to Ellsworth with Capt Crane. to see about J Mure Est Came home in the afternoon arrived at 8 oclock.,Ellsworth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
08/12/1877,August,The wind Southerly and foggy help J.F.Kingsley put up some hay in the afternoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
08/13/1877,August,The wind Southerly took all my provisions and dumage out of the Sea Flower. Work in shop in the afternoon.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
08/14/1877,August,The wind North East. moderate and foggy. and rainy work in shop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
08/15/1877,August,The wind N.E. thich with fog. work all day. for J. M Sargent on Schr Henrietta. rainy in afternoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,meant thick,NA,6,confident,NA
08/16/1877,August,The wind Northerly work one half day on Schr Henrietta. rainy in afternoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
08/17/1877,August,Calm in morning then the wind breezed up Southerly. Helped J.F. Kingsley get in hay in the afternoon foggy.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
08/18/1877,August,"The wind North West. and thick with fog. Work apart of the day putting centre board in boat for my self. In ther afternoon cleaned up helped J.F.K. spread and open hay, reed letter from E.M. Spurlings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,read,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
08/19/1877,August,Calm in morning and clear. After the deer dried up. helped J.F. Kingsley open hay. The wind breezed up. Southerly In the afternoon help haul in hay.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
08/20/1877,August,The wind North West. in forenoon. Helped J.F.Kingsley. finish mowing. The wind Southerly in afternoon. Finished putting in centre board in boat for my self.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
08/21/1877,August,The wind Northerly in morning hauled around Easterly and Southerly fine hay day Helped J.F. Kingsley haul in three loads of hay the last for the season. As we finished haying,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,loads,hay,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
08/22/1877,August,The wind Southerly Helped J.F. Kingsley hunt sheep in forenoon. And in ther afternoon got ready to go. Mackereling in my boat. went to schoodic pond and got a boat socle,Schoodic pond,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
08/23/1877,August,Calm in the morning at 8 oclock the wind breezed up southerly. cut wood at the door and went berrying in the afternoon.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
08/24/1877,August,The wind South West. Went mackereling in boat. gone all day.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
08/25/1877,August,The wind Easterly. went mackereling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
08/26/1877,August,The wind Easterly. fresh breeze rainy in morning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
08/27/1877,August,Calm and foggy in the morning went to the Lowe Harbor after clams for mackerel bait. In the afternoon the wind Southerly. went mackereling,Lower Harbor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
08/28/1877,August,The wind Southerly and foggy went mackereling all day.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
08/29/1877,August,The wind S.S.West. went mackereling overcat.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
08/30/1877,August,The wind North North West fresh breeze all day went mackereling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
08/31/1877,August,Calm all the forenoon Went to Cranberry Isles in my boat with Charles Guptill to see Emma Spurling. got there abit 11 am. In the afternoon the wind breezed up South West. started for home at 3 arrived at 6 oclock.,Cranberry Isles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
09/01/1877,September,The wind out Southerly very heavy sea rumming rainy and foggy went mackereling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
09/02/1877,September,The wind very moderate Northerly and westerly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
09/03/1877,September,The wind South West in forenoon Went in my boat mackereling a lone in the afternoon the wind North North West.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
09/04/1877,September,The wind South West Commenced work for William Guptill building house. J.F.Kingsley. boss,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
09/05/1877,September,The wind SWest. work all day on Wm Guptill house Thunder & lightning in evening,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
09/06/1877,September,The wind North North East wrote letter to Portland to Mejsis Sle. Muney &leo. Work all day for Wm. Guptill on house.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
09/07/1877,September,The wind North East Work all day on William Guptills house Raised the Walls,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
09/08/1877,September,The wind Easterly and pleasant. Work all day on Wm Guptill house. Put in sleepers laid the under floor &e.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
09/09/1877,September,The wind North East and showery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
09/10/1877,September,Very moderate Northerly wind in forenoon. Went to the State Election at Town house Wind Southerly in afternoon. Bought land and Hotel of Frances E. Magune at Winter Harbor. writings done in evening.,Winter Harbor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
09/11/1877,September,The wind Southerly work all day for Wm Guptill on house Finished boarding the walls.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
09/12/1877,September,The wind Southerly work all day for Wm Guptill on his house. putting up studding wrote letter to Ellsworth to C.C. Burril and Reg of deeds.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,write,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
09/13/1877,September,The wind Southerly westerly and very hot. work all day for Wm Guptill on house. getting out finish.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
09/14/1877,September,The wind Southerly clear and hot. Work all day for William Guptill on on house. Put up the Main raflers and boarded the roof of the L Abner Tracy died at 11 oclock in Evening.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
09/15/1877,September,The wind Southerly work all day of Wm Guptill house. Foggy in afternoon Reef Postal card from C.C. Burril. Boarded the Gabel Ends and roof of house and put up stage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
09/16/1877,September,The wind Southerly and foggy. Abner Tracy burried in afternoon. Went to Schoodic to look after a Wreck supposed to be the Schr Harp. by the lumber drifting about. and a barrel with the name Schr Harp Stores.,Schoodic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
09/17/1877,September,The wind Southerly and figgy. Work all day for Wm Guptill on house Put up some staging and commence putting up finish.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
09/18/1877,September,The wind Southerly foggy and rainy in forenoon Went to Ellsworth to work Mr. L. Cranes. team to get the Hotel Insured In the afternoon cleared of Caine home in Evening Schr Harp found at sea water loged crew safe,Ellsworth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
09/19/1877,September,The wind North West. Work for Wm Guptill day. Schr Harp arrived in morning full of water and rudder gone. Reed check from Capt J. R. Hammond. payment for Schr Sea Flower,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
09/20/1877,September,The wind Southerly Went to Cherryfield with Capt Wm Handy to hore money on T Carlet got none Came home at night,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
09/21/1877,September,The wind Southerly work all day for Wm. Guptill on house at night heavy rain.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
09/22/1877,September,Very fresh breeze Northerly. Work about home cutting wood. Got check cahed.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
09/23/1877,September,The wind from West to South West very fresh breeze.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
09/24/1877,September,The wind Southerly work all day for Wm Guptill on house wrote letters to Hancock  Co Paul Co. Ellsworth and Mrs Nary S Stanley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
09/25/1877,September,The wind South West. Registered a letter to Mrs Mary S. Stanley Cranberry Isles. Work all day making Window frames for Wm. Guptill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
09/26/1877,September,The wind South West work all day on William Guptills house. Finished making Window frames.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
09/27/1877,September,The wind West North West. very fresh breeze in morning Work all day for Wm Guptill on house making door frames and putting up returns.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
09/28/1877,September,The wind South East went to Ellsworth with Mr Cranes Thorse to see about raising money on Hotel & getting Mr Emery to appear at a Court of Probate for me to present my receipts to show the acct of Joseph Moore has been settled Took Wife with me Came back at night.,Ellsworth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
09/29/1877,September,The wind Westerly work 7/8 of a day for Wm Guptill on house putting on finish Took 1/8 of a day to my self to talk with Frank Spurling about business matters.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
09/30/1877,September,The wind Southerly and warm: Went to Prospect for a ride with L.G. Canes horse.,Prospect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
10/01/1877,October,The wind South West fresh breeze. Work all day for Wm Guptill on house putting in window frames. &c Paid all interest due on note. of Many A Rosebrook. by C. Stevens.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
10/02/1877,October,The wind North East. and pleasant. Went to Ellsworth with L.G. Cranes team to rais money on Hotel and to purchase furniture Came home in evening accompanied by Jennice L Kingsley.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
10/03/1877,October,The wind North East Overcast: Took the Schr Sea Flower with Capt J.R. Hammond and started for Ellsworth. to get furniture for Hotel Anchored at broard cove Oppostie Oak point at 7 oclock in evening.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
10/04/1877,October,The wind Southerly. Got underway in morning and arrived in Ellsworth at 9 oclock. Am. Bought and hauled down furniture the remainder of the day,Ellsworth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
10/05/1877,October,The wind North East and rainy untill noon and cleared of with the wind Northerly. Hauled down furniture to the vessel in the afternoon.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
10/06/1877,October,The wind North West fresh breeze left Ellsworth at 9 oclock Am in the Sea Flower and got home at 4 oclock PM with furniture for the Hotel. Reed letters from Frank Spurling & Mary S Stanley,Ellsworth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,read,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
10/07/1877,October,The wind North West fine breeze and pleasant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
10/08/1877,October,The wind South East. Work all day hauling furniture from vessel to Hotel with the help of Fred Crane,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
10/09/1877,October,The wind South East and overcast. work in the forenoon hauling furniture from vessel. to house in the evening rainy and fresh breeze.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
10/10/1877,October,The wind South East. and heavy rain most all day. work in shop all day on guns for Aimasy Waistcoat and Edmond Sargent.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
10/11/1877,October,Very moderate with the wind South & Easterly went to Bar Harbor ro see Frank Corners abt building boats and to see the inside of some Hotel. Came back at night,Bar Harbor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
10/12/1877,October,The wind South Easterly and rainy work in shop on guns. &c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,unsure in bold,NA,6,somewhat confident,NA
10/13/1877,October,The wind Northerly. and very fresh breeze all day. Took the boad and started to go on Iron Bound but so much wind gave it up Received a letter from C. C. Burril,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
10/14/1877,October,The wind Northerly in forenoon. Went on Iron Bound with J.F. Kingsley. In the afternoon the wind Southerly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
10/15/1877,October,The wind Northerly Went to Ellsworth with  accompanied by my wife via Franklin to raise money on Hotel stoped at the Hancock House.,Franklin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
10/16/1877,October,The wind North East. Heavy rain with w. little snow untill 2 oclock P.M. then started for home arrived at 7 P.M.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
10/17/1877,October,The wind Northerly. dug potatoes in forenoon. And in the afternoon Getting ready to move.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
10/18/1877,October,THe wind Westerly. work apart of the forenoon for G. W. Tracy moving partition. And in the afternoon took Possession of the Hotel and moved in: Reed letter from C. C. Burril,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,read,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,6,confident,NA
